restaurant_title,restaurant_phoneNumber,restaurant_address,restaurant_numReview,restaurant_starCount,restaurant_price,restaurant_category,restaurant_district,restaurant_web
Piccola Cucina Enoteca,(212) 625-3200,184 Prince St,266,4,$$,"['Italian', 'Tapas/Small Plates', 'Wine Bars']",South Village,https://www.yelp.com/biz/piccola-cucina-enoteca-new-york-2?osq=Restaurants
Spoon Table & Bar,(646) 230-7000,40 East 33rd St,401,4,$$,"['American (New)', 'Breakfast & Brunch', 'Cocktail Bars']",Murray Hill,https://www.yelp.com/biz/spoon-table-and-bar-new-york-3?osq=Restaurants
El Born,(347) 844-9295,651 Manhattan Ave,284,4.5,$$,"['Spanish', 'Wine Bars', 'Tapas/Small Plates']",Greenpoint,https://www.yelp.com/biz/el-born-brooklyn?osq=Restaurants
Golda,(718) 484-7065,504 Franklin Ave,91,4.5,$$,['American (New)'],Clinton Hill,https://www.yelp.com/biz/golda-brooklyn?osq=Restaurants
Hortus NYC,(646) 858-3784,271 5th Ave,129,4.5,-,[],Flatiron,https://www.yelp.com/biz/hortus-nyc-new-york?osq=Restaurants
Reichenbach Hall,(212) 302-7744,5 W 37th St,720,4,$$,"['Bars', 'German', 'Pretzels']",Midtown West,https://www.yelp.com/biz/reichenbach-hall-new-york?osq=Restaurants
Fiaschetteria Pistoia,(646) 609-2911,114 Christopher St,27,4.5,-,[],West Village,https://www.yelp.com/biz/fiaschetteria-pistoia-new-york-2?osq=Restaurants
Cotenna,(646) 861-0175,21 Bedford St,380,4,$$,['Italian'],West Village,https://www.yelp.com/biz/cotenna-new-york?osq=Restaurants
Ikinari Steak East Village,(917) 388-3546,90 E 10th St,744,4,$$,"['Steakhouses', 'Japanese', 'Beer, Wine & Spirits']",East Village,https://www.yelp.com/biz/ikinari-steak-east-village-new-york?osq=Restaurants
Kāwi,(646) 517-2699,20 Hudson Yards,117,4,$$$,"['American (New)', 'Korean']",Chelsea,https://www.yelp.com/biz/k%C4%81wi-new-york-4?osq=Restaurants
Le Barricou,(718) 782-7372,533 Grand St,1229,4,$$,"['Breakfast & Brunch', 'French', 'Bars']",Williamsburg - North Side,https://www.yelp.com/biz/le-barricou-brooklyn?osq=Restaurants
Le Coucou,(212) 271-4252,138 Lafayette St,511,4,$$$$,['French'],SoHo,https://www.yelp.com/biz/le-coucou-new-york?osq=Restaurants
Osteria Morini Manhattan,(212) 965-8777,218 Lafayette St,1109,4,$$$,"['Italian', 'Cocktail Bars', 'Wine Bars']",SoHo,https://www.yelp.com/biz/osteria-morini-manhattan-new-york-2?osq=Restaurants
Aperture,(718) 522-5301,552 Court St,132,4.5,$$,"['Pizza', 'Italian', 'Bars']",Carroll Gardens,https://www.yelp.com/biz/aperture-carroll-gardens-3?osq=Restaurants
Dirt Candy,(212) 228-7732,86 Allen St,620,4,$$$,"['Vegetarian', 'Vegan']",Lower East Side,https://www.yelp.com/biz/dirt-candy-new-york-2?osq=Restaurants
Fiaschetteria Pistoia,(212) 777-3355,647 E 11th St,145,4.5,$$,"['Wine Bars', 'Tuscan']",Alphabet City,https://www.yelp.com/biz/fiaschetteria-pistoia-new-york?osq=Restaurants
Eleven Madison Park,(212) 889-0905,11 Madison Ave,2084,4.5,$$$$,"['American (New)', 'French', 'Cocktail Bars']",Flatiron,https://www.yelp.com/biz/eleven-madison-park-new-york?osq=Restaurants
Le Coucou,(212) 271-4252,138 Lafayette St,511,4,$$$$,['French'],SoHo,https://www.yelp.com/biz/le-coucou-new-york?osq=Restaurants
Osteria Morini Manhattan,(212) 965-8777,218 Lafayette St,1109,4,$$$,"['Italian', 'Cocktail Bars', 'Wine Bars']",SoHo,https://www.yelp.com/biz/osteria-morini-manhattan-new-york-2?osq=Restaurants
Aperture,(718) 522-5301,552 Court St,132,4.5,$$,"['Pizza', 'Italian', 'Bars']",Carroll Gardens,https://www.yelp.com/biz/aperture-carroll-gardens-3?osq=Restaurants
Dirt Candy,(212) 228-7732,86 Allen St,620,4,$$$,"['Vegetarian', 'Vegan']",Lower East Side,https://www.yelp.com/biz/dirt-candy-new-york-2?osq=Restaurants
Fiaschetteria Pistoia,(212) 777-3355,647 E 11th St,145,4.5,$$,"['Wine Bars', 'Tuscan']",Alphabet City,https://www.yelp.com/biz/fiaschetteria-pistoia-new-york?osq=Restaurants
Eleven Madison Park,(212) 889-0905,11 Madison Ave,2084,4.5,$$$$,"['American (New)', 'French', 'Cocktail Bars']",Flatiron,https://www.yelp.com/biz/eleven-madison-park-new-york?osq=Restaurants
ICHIRAN - Brooklyn,(718) 381-0491,374 Johnson Ave,1054,3.5,$$,"['Ramen', 'Noodles', 'Soup']",East Williamsburg,https://www.yelp.com/biz/ichiran-brooklyn-brooklyn?osq=Restaurants
Faros Restaurant,(718) 623-2767,84 7th Ave,198,4,$$,"['Greek', 'Mediterranean']",Park Slope,https://www.yelp.com/biz/faros-restaurant-brooklyn-4?osq=Restaurants
Fine & Rare,(212) 725-3866,9 E 37th St,290,4.5,$$$,"['American (New)', 'Jazz & Blues', 'Lounges']",Midtown East,https://www.yelp.com/biz/fine-and-rare-new-york?osq=Restaurants
Danji,(212) 586-2880,346 W 52nd St,983,4,$$,"['Korean', 'Wine Bars']",Theater District,https://www.yelp.com/biz/danji-new-york?osq=Restaurants
Boqueria Spanish Tapas - Flatiron,(212) 255-4160,53 W 19th St,1209,4,$$$,"['Spanish', 'Tapas Bars', 'Wine Bars']",Flatiron,https://www.yelp.com/biz/boqueria-spanish-tapas-flatiron-new-york-4?osq=Restaurants
Take31,(646) 398-9990,15 E 31st St,554,4,$$,"['Korean', 'Gastropubs', 'Breakfast & Brunch']",Midtown East,https://www.yelp.com/biz/take31-new-york?osq=Restaurants
Petite Boucherie,(646) 756-4145,14 Christopher St,106,4.5,$$$,['French'],West Village,https://www.yelp.com/biz/petite-boucherie-new-york?osq=Restaurants
The Wren,(212) 388-0148,344 Bowery,528,4,$$,"['Bars', 'Breakfast & Brunch', 'Venues & Event Spaces']",NoHo,https://www.yelp.com/biz/the-wren-new-york?osq=Restaurants
The Drunken Horse,(212) 604-0505,225 10th Ave,121,4,$$,"['Wine Bars', 'Mediterranean']",Chelsea,https://www.yelp.com/biz/the-drunken-horse-new-york?osq=Restaurants
Ootoya Greenwich Village,(212) 473-4300,41 E 11th St,290,4,$$,"['Japanese', 'Sushi Bars']",Greenwich Village,https://www.yelp.com/biz/ootoya-greenwich-village-new-york?osq=Restaurants
Bahia Restaurant,(718) 218-9592,690 Grand St,233,4,$$,['Salvadoran'],East Williamsburg,https://www.yelp.com/biz/bahia-restaurant-brooklyn-2?osq=Restaurants
Douzo,(646) 657-0908,63 Delancey St,6,5,-,[],Lower East Side,https://www.yelp.com/biz/douzo-new-york?osq=Restaurants
La Ñapa,(347) 435-0920,656 Nostrand Ave,28,5,-,[],Crown Heights,https://www.yelp.com/biz/la-%C3%B1apa-brooklyn-2?osq=Restaurants
Wine:30,(212) 481-0197,41 E 30th St,730,4,$$,"['Wine Bars', 'American (New)', 'Venues & Event Spaces']",Midtown East,https://www.yelp.com/biz/wine-30-new-york?osq=Restaurants
TAK Room,(929) 450-4050,20 Hudson Yards,69,4,-,[],Chelsea,https://www.yelp.com/biz/tak-room-new-york?osq=Restaurants
The Fly,(347) 405-5300,549 Classon Ave,25,3.5,-,[],Clinton Hill,https://www.yelp.com/biz/the-fly-brooklyn?osq=Restaurants
Somtum Der,(212) 260-8570,85 Ave A,687,4,$$,['Thai'],East Village,https://www.yelp.com/biz/somtum-der-new-york?osq=Restaurants
Sotto 13,(212) 647-1001,140 W 13th St,850,4,$$,"['Italian', 'Pizza', 'Breakfast & Brunch']",West Village,https://www.yelp.com/biz/sotto-13-new-york-7?osq=Restaurants
Emily - West Village,(917) 935-6434,35 Downing St,531,4,$$,"['Pizza', 'Burgers']",West Village,https://www.yelp.com/biz/emily-west-village-new-york?osq=Restaurants
Mama Mia 44 SW,(212) 315-4582,621 9th Ave,531,4,$$,"['Pizza', 'Seafood', 'Italian']",Midtown West,https://www.yelp.com/biz/mama-mia-44-sw-new-york-2?osq=Restaurants
Jolie Cantina,(718) 488-0777,241 Smith St,402,4,$$,"['Mexican', 'French']",Cobble Hill,https://www.yelp.com/biz/jolie-cantina-brooklyn?osq=Restaurants
OTB,141 Broadway,Williamsburg - South Side,123,4.5,$$,"['American (New)', 'Breakfast & Brunch', 'Cocktail Bars']",Williamsburg - South Side,https://www.yelp.com/biz/otb-brooklyn?osq=Restaurants
Simon & The Whale,(212) 475-1924,23 Lexington Ave,163,4,$$$,"['Seafood', 'Bars', 'American (Traditional)']",Flatiron,https://www.yelp.com/biz/simon-and-the-whale-new-york?osq=Restaurants
Camperdown Elm,(347) 294-4786,441 7th Ave,106,4.5,$$$,['American (New)'],South Slope,https://www.yelp.com/biz/camperdown-elm-brooklyn?osq=Restaurants
Thai Holic,(718) 222-9992,372 Myrtle Ave,383,4.5,$$,"['Thai', 'Salad']",Fort Greene,https://www.yelp.com/biz/thai-holic-fort-greene?osq=Restaurants
Blue Smoke,(212) 889-2005,255 Vesey St,615,3.5,$$,"['Southern', 'Barbeque', 'Sports Bars']",Battery Park,https://www.yelp.com/biz/blue-smoke-new-york-4?osq=Restaurants
Joseph Leonard,(646) 429-8383,170 Waverly Pl,645,4,$$,"['American (New)', 'French']",West Village,https://www.yelp.com/biz/joseph-leonard-new-york?osq=Restaurants
Island Oyster,(917) 268-0200,146 Carder Rd,89,3,$$,"['Bars', 'Seafood']",146 Carder Rd,https://www.yelp.com/biz/island-oyster-new-york?osq=Restaurants
Astoria Seafood,(718) 392-2680,37-10 33rd St,613,4,$$,"['Seafood', 'Greek', 'Mediterranean']",Long Island City,https://www.yelp.com/biz/astoria-seafood-long-island-city?osq=Restaurants
Delmonico’s,(212) 509-1144,56 Beaver St,1009,4,$$$$,"['Steakhouses', 'American (Traditional)']",Financial District,https://www.yelp.com/biz/delmonicos-new-york?osq=Restaurants
Biyou,(718) 928-7555,198 Lewis Ave,99,4,$$,"['Cajun/Creole', 'Southern']",Bedford Stuyvesant,https://www.yelp.com/biz/biyou-brooklyn?osq=Restaurants
Yaso Noodle Bar,289 Mercer St,Greenwich Village,16,4.5,-,[],Greenwich Village,https://www.yelp.com/biz/yaso-noodle-bar-new-york?osq=Restaurants
Trinity Place,(212) 964-0939,115 Broadway,357,4,$$,"['Bars', 'American (New)', 'Irish']",Financial District,https://www.yelp.com/biz/trinity-place-new-york-3?osq=Restaurants
Black Tap - Soho,(917) 639-3089,529 Broome St,1103,3.5,$$,"['American (Traditional)', 'Beer Bar']",South Village,https://www.yelp.com/biz/black-tap-soho-new-york-3?osq=Restaurants
Spring Natural Kitchen,(646) 596-7434,474 Columbus Ave,467,3.5,$$,['American (New)'],Upper West Side,https://www.yelp.com/biz/spring-natural-kitchen-new-york?osq=Restaurants
Maxwells Central Park,(646) 657-0993,1325 5th Ave,178,3.5,$$,"['American (Traditional)', 'Gastropubs']",East Harlem,https://www.yelp.com/biz/maxwells-central-park-new-york?osq=Restaurants
Cafeteria,(212) 414-1717,119 7th Ave,3240,3.5,$$,"['American (New)', 'Cocktail Bars', 'Comfort Food']",Chelsea,https://www.yelp.com/biz/cafeteria-new-york?osq=Restaurants
The Mermaid Inn,(212) 799-7400,570 Amsterdam Ave,1052,4,$$,"['Seafood', 'Breakfast & Brunch', 'Sandwiches']",Upper West Side,https://www.yelp.com/biz/the-mermaid-inn-new-york-2?osq=Restaurants
Butter Midtown,(212) 253-2828,70 W 45th St,949,3.5,$$$,['American (New)'],Midtown West,https://www.yelp.com/biz/butter-midtown-new-york?osq=Restaurants
Highlands NYC,(212) 229-2670,150 W 10th St,397,4,$$,"['Gastropubs', 'Scottish', 'Whiskey Bars']",West Village,https://www.yelp.com/biz/highlands-nyc-new-york?osq=Restaurants
Gentleman Farmer - Fort Greene,(929) 295-0784,378 Myrtle Ave,153,4.5,$$$,"['American (New)', 'French', 'Bars']",Fort Greene,https://www.yelp.com/biz/gentleman-farmer-fort-greene-brooklyn-2?osq=Restaurants
Diner,(718) 486-3077,85 Broadway,737,4,$$,"['Diners', 'American (New)', 'Breakfast & Brunch']",South Williamsburg,https://www.yelp.com/biz/diner-brooklyn?osq=Restaurants
Sushi Yasaka,(212) 496-8460,251 W 72nd St,1696,4,$$,"['Japanese', 'Sushi Bars']",Upper West Side,https://www.yelp.com/biz/sushi-yasaka-new-york?osq=Restaurants
The Rookery,(718) 483-8048,425 Troutman St,265,4,$$,"['Pubs', 'Cocktail Bars', 'Gastropubs']",Bushwick,https://www.yelp.com/biz/the-rookery-brooklyn?osq=Restaurants
Pastis,(212) 929-4844,52 Gansevoort St,76,4,$$$,['French'],West Village,https://www.yelp.com/biz/pastis-new-york-3?osq=Restaurants
Xu’s Public House,(315) 968-5030,15 Union Square W,34,4.5,-,[],Union Square,https://www.yelp.com/biz/xus-public-house-new-york-2?osq=Restaurants
NAYA,(212) 760-8888,One New York Plz,131,4.5,$,"['Lebanese', 'Mediterranean']",One New York Plz,https://www.yelp.com/biz/naya-new-york-20?osq=Restaurants
Windrose,(917) 409-0689,39 Downing St,64,4.5,-,[],West Village,https://www.yelp.com/biz/windrose-new-york-4?osq=Restaurants
Sushi By M,(347) 688-8101,75 E 4th St,286,4.5,$$$,['Sushi Bars'],East Village,https://www.yelp.com/biz/sushi-by-m-new-york?osq=Restaurants
Carbone,(212) 254-3000,181 Thompson St,915,4,$$$$,['Italian'],Greenwich Village,https://www.yelp.com/biz/carbone-new-york?osq=Restaurants
Salud Bar & Grill,(347) 365-7257,1413 Bushwick Ave,288,4,$$,"['Latin American', 'Beer Bar']",Bushwick,https://www.yelp.com/biz/salud-bar-and-grill-brooklyn?osq=Restaurants
Chez Moi,(347) 227-8337,135 Atlantic Ave,354,4,$$,"['French', 'Desserts', 'Cocktail Bars']",Cobble Hill,https://www.yelp.com/biz/chez-moi-brooklyn?osq=Restaurants
Don Chingon,(718) 576-3521,216 Flatbush Ave,329,4.5,$$,"['Mexican', 'Cocktail Bars', 'Tex-Mex']",Prospect Heights,https://www.yelp.com/biz/don-chingon-brooklyn?osq=Restaurants
Vic’s,(212) 253-5700,31 Great Jones St,429,4,$$,"['American (New)', 'Italian', 'Breakfast & Brunch']",NoHo,https://www.yelp.com/biz/vics-new-york?osq=Restaurants
Zengo,(212) 808-8110,622 3rd Ave,989,3.5,$$$,"['Latin American', 'Asian Fusion']",Murray Hill,https://www.yelp.com/biz/zengo-new-york?osq=Restaurants
Los Mariscos,(212) 920-4986,Located in,532,4.5,$,"['Seafood', 'Tacos']",Meatpacking District,https://www.yelp.com/biz/los-mariscos-new-york?osq=Restaurants
Aldea,(212) 675-7223,31 W 17th St,601,4,$$$,"['Portuguese', 'Spanish', 'Iberian']",Flatiron,https://www.yelp.com/biz/aldea-new-york?osq=Restaurants
MONOMONO,(917) 285-5034,116 E 4th St,393,4,$$,"['Korean', 'Jazz & Blues', 'Asian Fusion']",East Village,https://www.yelp.com/biz/monomono-new-york-2?osq=Restaurants
Coarse NY,(646) 896-1404,306 W 13th St,204,4.5,$$$,['American (New)'],West Village,https://www.yelp.com/biz/coarse-ny-new-york?osq=Restaurants
Henry’s End,(718) 834-1776,72 Henry St,345,4,$$$,"['American (New)', 'Diners', 'Wine Bars']",Brooklyn Heights,https://www.yelp.com/biz/henrys-end-brooklyn-4?osq=Restaurants
Zest Ramen,(212) 226-2801,112 Eldridge St,208,4.5,$$,"['Ramen', 'Live/Raw Food', 'Izakaya']",Lower East Side,https://www.yelp.com/biz/zest-ramen-new-york-8?osq=Restaurants
Il Buco,(212) 533-1932,47 Bond St,635,4,$$$,"['Italian', 'Mediterranean']",NoHo,https://www.yelp.com/biz/il-buco-new-york?osq=Restaurants
Mariella,(718) 499-2132,492 6th Ave,317,4.5,$$,"['Italian', 'Gluten-Free', 'Salad']",South Slope,https://www.yelp.com/biz/mariella-brooklyn?osq=Restaurants
Pye Boat Noodle,(718) 685-2329,35-13 Broadway,757,4,$$,"['Thai', 'Noodles']",Astoria,https://www.yelp.com/biz/pye-boat-noodle-astoria?osq=Restaurants
Blue Smoke,(212) 447-7733,116 East 27th St,1716,3.5,$$,"['Southern', 'Barbeque']",Flatiron,https://www.yelp.com/biz/blue-smoke-new-york?osq=Restaurants
Oceana,(212) 759-5941,120 W 49th St,505,4,$$$,['Seafood'],Theater District,https://www.yelp.com/biz/oceana-new-york-2?osq=Restaurants
Libertador Steakhouse - Brooklyn,(347) 689-3122,404 Henry St,221,4,$$,"['Argentine', 'American (New)']",Cobble Hill,https://www.yelp.com/biz/libertador-steakhouse-brooklyn-brooklyn?osq=Restaurants
The Musket Room,(212) 219-0764,265 Elizabeth St,428,4.5,$$$,"['American (New)', 'Cocktail Bars']",Nolita,https://www.yelp.com/biz/the-musket-room-new-york?osq=Restaurants
EN Japanese Brasserie,(212) 647-9196,435 Hudson St,1223,4,$$$,"['Japanese', 'Diners', 'Bars']",West Village,https://www.yelp.com/biz/en-japanese-brasserie-new-york?osq=Restaurants
Blue Hill,(212) 539-1776,75 Washington Pl,983,4.5,$$$$,['American (New)'],Greenwich Village,https://www.yelp.com/biz/blue-hill-new-york?osq=Restaurants
Avra Estiatorio,(212) 759-8550,141 E 48th St,837,4,$$$,"['Seafood', 'Greek', 'Mediterranean']",Midtown East,https://www.yelp.com/biz/avra-estiatorio-new-york?osq=Restaurants
Leyla,(347) 334-7939,108 W 74th St,44,4.5,-,[],Upper West Side,https://www.yelp.com/biz/leyla-new-york-4?osq=Restaurants
The Best Sichuan,(212) 889-0980,47 W 39th St,19,4,-,[],Midtown West,https://www.yelp.com/biz/the-best-sichuan-new-york-4?osq=Restaurants
Brooklyn Ice House,(718) 222-1865,318 Van Brunt St,219,4.5,$,"['Barbeque', 'Pubs']",Red Hook,https://www.yelp.com/biz/brooklyn-ice-house-brooklyn?osq=Restaurants
Pheasant,(718) 675-5588,445 Graham Ave,65,4.5,$$$,"['Mediterranean', 'American (New)', 'Seafood']",Williamsburg - North Side,https://www.yelp.com/biz/pheasant-brooklyn?osq=Restaurants
La Vela Dining & Bar,(212) 695-2112,558 11th Ave,160,4,$$,"['Italian', 'Bars', 'Diners']",Hell's Kitchen,https://www.yelp.com/biz/la-vela-dining-and-bar-new-york?osq=Restaurants
Mesa Coyoacan,(718) 782-8171,372 Graham Ave,738,4,$$,"['Mexican', 'Bars']",East Williamsburg,https://www.yelp.com/biz/mesa-coyoacan-brooklyn?osq=Restaurants
Rosa Mexicano,(212) 753-7407,1063 1st Ave,523,3.5,$$,['Mexican'],Midtown East,https://www.yelp.com/biz/rosa-mexicano-new-york-5?osq=Restaurants
Izakaya NoMad,(212) 213-6258,13 W 26th St,653,4,$$,"['Gastropubs', 'Izakaya', 'Bars']",Flatiron,https://www.yelp.com/biz/izakaya-nomad-new-york?osq=Restaurants
Barely Disfigured,(718) 858-5646,257 Smith St,63,4.5,$$$,"['Cocktail Bars', 'Tapas Bars']",Cobble Hill,https://www.yelp.com/biz/barely-disfigured-brooklyn-3?osq=Restaurants
Poketeria,(347) 773-0598,3 E 36th St,298,4.5,$$,"['Poke', 'Hawaiian', 'Seafood']",Midtown East,https://www.yelp.com/biz/poketeria-new-york?osq=Restaurants
Boutros,(718) 403-0055,185 Atlantic Ave,109,4.5,$$$,"['American (New)', 'Middle Eastern']",Cobble Hill,https://www.yelp.com/biz/boutros-brooklyn?osq=Restaurants
Haymaker Bar and Kitchen,(646) 429-8237,252 W 29th St,325,4,$$,"['Gastropubs', 'Beer Bar', 'Breakfast & Brunch']",Chelsea,https://www.yelp.com/biz/haymaker-bar-and-kitchen-new-york?osq=Restaurants
Naya Mezze & Grill,(212) 319-7777,1057 2nd Ave,497,4,$$,"['Middle Eastern', 'Mediterranean']",Midtown East,https://www.yelp.com/biz/naya-mezze-and-grill-new-york?osq=Restaurants
